Factor	RGB	Weight	PostUMI	TopGene_pval	TopGene_fc	TopGene_weight
28	152,152,255	0.00645	977089	SEMA3E,OPCML,FXYD6,SCN3B,GABRB2,COL25A1,FAM3C,TRPM3,SPOCK1,GABRG3,GNAL,B3GALT2,SORCS1,CSPG5,ANOS1,VSNL1,KCNQ5,LINGO1,HSPA12A,LPL	SEMA3E,COL25A1,OPCML,GABRG3,LGR6,GABRB2,TRPM3,RASGRF2,FAM3C,SPOCK1,GRIK4,FXYD6,ANOS1,SCN3B,KCNQ5,VSNL1,KCNJ16,SLC35F2,GNAL,NPNT	FXYD6,OPCML,SCN3B,SEMA3E,TBR1,FAM3C,KIF26B,NEUROD2,GABRB2,GNAL,LINGO1,SPOCK1,B3GALT2,TRPM3,CSPG5,BACH2,HS3ST4,MYT1L,ZEB2,SORCS1
41	84,0,255	0.00618	936699	HS3ST4,CALN1,GNAL,SATB2,KCTD12,KIF26B,TRIM67,NEUROD2,TSHZ3,SRM,GRM7,VSNL1,CRYM,GPRIN3,CAMK2B,STK32B,NPR3,TRPM3,ZFPM2,SYT6	HS3ST4,CALN1,GNAL,GRM7,VSNL1,TRIM67,STK32B,TSHZ3,SATB2,KCTD12,SRM,NPR3,GPRIN3,KIF26B,CAMK2B,BCL11B,CRYM,TRPM3,SYT6,ZFPM2	HS3ST4,SATB2,NEUROD2,CALN1,FXYD6,ZEB2,GNAL,NFIB,KIF26B,MYT1L,KCTD12,TBR1,ARHGAP5,TRIM67,BACH2,PPP3CA,TSHZ3,CRYM,SRM,CLASP1
9	101,178,255	0.00572	867146	NEFM,TAFA1,NEUROD6,OPCML,FOXP1,GLRA2,MYT1L,LHX2,RORB,B3GALT2,FBXO32,WAC-AS1,NR2F1,FSTL5,KITLG,LPL,ELMOD1,KCNH5,VSNL1,ACTN2	NEFM,TAFA1,OPCML,FOXP1,RASGRF2,KCNH5,WAC-AS1,FBXO32,FSTL5,ACTN2,NEUROD6,RORB,GLRA2,KITLG,PTK2B,VSNL1,SERPINI1,BEST3,B3GALT2,LPL	NEFM,NEUROD6,ZEB2,SATB2,MYT1L,TAFA1,FXYD6,LHX2,WAC,OPCML,FOXP1,SYBU,CLASP1,NEUROD2,BACH2,PPP3CA,NR2F1,GLRA2,ARHGAP5,B3GALT2
51	84,0,0	0.00555	840301	CSPG5,SMOC1,S100B,PCDH17,SOX2,SETD5,FXYD6,GPRC5B,CHST3,OPCML,KCNJ16,IGSF11,TMEM163,SOX2-OT,ATP2B4,SAMD4A,CD82,RAP1GAP,SUSD4,DENND2B	S100B,CSPG5,SMOC1,KCNJ16,PCDH17,NKX2-1,CHST3,IGSF11,SOX2,LGR6,CD82,GRAMD2B,SOX2-OT,GPRC5B,DENND2B,GRIK4,SUSD4,TMEM163,EGR2,HES5	CSPG5,FXYD6,SMOC1,SOX2,SETD5,PCDH17,OPCML,S100B,ARHGAP5,WAC,RAP1GAP,GPRC5B,CLASP1,ATP2B4,TMEM163,SAMD4A,FGFBP3,ASH1L,KIF26B,ETV1
14	0,153,0	0.00551	835032	NPY,SATB2,RORB,KCNH5,FOXP1,SLITRK5,FBXO32,STK32B,KCNQ5,IGFBPL1,ACTN2,CAMK2B,LPL,PPP1R14C,TSHZ3,NEFM,OPCML,LINGO1,UNC5C,LHX2	NPY,KCNH5,STK32B,RORB,ACTN2,KCNQ5,FBXO32,FOXP1,SLITRK5,AC093249.6,LPL,CAMK2B,PAPPA,UNC5C,SATB2,KCNJ6,PPP1R14C,RORB-AS1,TSHZ3,FRG1-DT	NPY,SATB2,NEUROD2,FXYD6,IGFBPL1,SLITRK5,FOXP1,LHX2,SCN3B,SYBU,NEFM,RORB,ARHGAP5,MYT1L,NFIB,ZEB2,LINGO1,WAC,PPP3CA,ASH1L
48	255,170,0	0.00494	747529	CYP26A1,KCNJ6,HCRTR2,CDH13,GABRA5,COL19A1,B3GALT2,NPR3,OPCML,CLSTN2,GNAL,MLIP,SERPINI1,CALN1,LRATD2,COL24A1,GABRG3,RAP1GAP,ZFPM2,VSNL1	HCRTR2,CYP26A1,KCNJ6,COL19A1,CDH13,GABRA5,NPR3,COL24A1,TPBG,MLIP,SERPINI1,GABRG3,B3GALT2,GNAL,CLSTN2,OPCML,HTR2A,STK32B,LRATD2,VSNL1	CYP26A1,B3GALT2,FXYD6,OPCML,CLSTN2,GNAL,SCN3B,TBR1,CDH13,KCNJ6,GABRA5,CALN1,FEZF2,SYBU,HS3ST4,ADRA2A,GLRA2,NPR3,CSPG5,PPP3CA
46	127,255,0	0.00420	636523	FEZF2,NEUROD2,TLE4,SOX5,HS3ST4,SYT6,PCDH17,ELMOD1,KCTD12,KIF9-AS1,PDE1A,NIPBL,TOX,SORCS1,HSPA12A,CDH13,FOXP2,GRAMD2B,RGS6,FOXN4	FEZF2,PCDH17,KIF9-AS1,TLE4,SYT6,SOX5,ELMOD1,GRAMD2B,PDE1A,HS3ST4,NEUROD2,TOX,FOXN4,CDH13,KCTD12,HSPA12A,CFTR,STK32B,FOXP2,VIP	FEZF2,NEUROD2,SATB2,ZEB2,TLE4,PPP3CA,TBR1,KCTD12,FXYD6,SOX5,SCN3B,HS3ST4,MYT1L,NEUROD6,KIF26B,NFIB,NIPBL,LHX2,PEX5L,ARHGAP5
44	170,170,0	0.00389	589960	ZEB2,GLRA3,ARHGAP5,KITLG,VIP,CDH13,MET,CBLN4,ARHGAP5-AS1,TUSC7,SOX2-OT,TRNP1,CPEB2,COL24A1,CFTR,ANTXR2,GAD2,SAMD11,GRAMD2B,KCNJ16	ZEB2,VIP,GLRA3,TUSC7,KITLG,CBLN4,MET,ARHGAP5-AS1,COL24A1,SAMD11,ARHGAP5,CDH13,SOX2-OT,CFTR,ANTXR2,TRNP1,CPEB2,GRAMD2B,GAD2,KCNJ16	ZEB2,ARHGAP5,FXYD6,WAC,NEUROD6,NFIB,NEUROD2,SATB2,TBR1,GLRA3,CLASP1,PPP3CA,SETD5,KDM5B,KITLG,NIPBL-DT,MYT1L,KIF26B,TRNP1,SCN3B
23	153,51,102	0.00386	584200	SOX2,PAX6,WAC,LHX2,ARHGAP5,YAP1,E2F2,FOXN4,SETD5,AHI1,KIF26B,VAT1L,SOX1,LGALS1,TCIM,NFIB,ARID2,SOX9,NR2F1,TKTL1	SOX2,PAX6,E2F2,FOXN4,LGALS1,YAP1,TKTL1,SAMD11,TCIM,VAT1L,AHI1,AC093249.6,AKAP7,SOX1,ASH1L-AS1,WAC,GLB1L2,ARHGAP5,LHX2,FRG1-DT	SOX2,PAX6,WAC,NFIB,LHX2,ARHGAP5,SETD5,KIF26B,NR2F1,SOX9,INSM1,ZEB2,ARID2,ASH1L,GLI3,CLASP1,SOX1,CUX1,AHI1,YAP1
40	0,255,84	0.00374	567023	MLIP,SORCS1,NPR3,GABRA5,OPCML,TRMT9B,FAM3C,ANOS1,ATP2B4,SUSD4,CRYM,KLHL1,TPBG,TRPM3,ZFPM2,SLITRK5,NPNT,HS3ST4,SPOCK1,SMOC1	MLIP,TPBG,NPR3,GABRA5,SORCS1,TRMT9B,SUSD4,LGR6,ANOS1,NPNT,OPCML,CBLN4,SLC26A4,ATP2B4,FAM3C,COL24A1,CD38,GRIK4,TRPM3,POT1-AS1	OPCML,SORCS1,FXYD6,MLIP,SCN3B,CRYM,FAM3C,GABRA5,KLHL1,TBR1,TRMT9B,SLITRK5,NPR3,NFIB,HS3ST4,ATP2B4,B3GALT2,SMOC1,TRPM3,ZFPM2
38	255,255,0	0.00374	566859	TBR1,NEUROD2,ZFPM2,NFIB,VSNL1,SYT6,KCNJ6,NIPBL,LINC02593,MLIP,GPRIN3,TUSC7,LPAR1,KMT2E-AS1,ALPK1,SAMD11,FRG1,PTK2B,MCPH1	TBR1,NEUROD2,LINC02593,ZFPM2,SAMD11,TUSC7,KMT2E-AS1,ALPK1,KCNJ6,VSNL1,LPAR1,SYT6,MLIP,NFIB,FRG1,MCPH1,NIPBL,PTK2B,GPRIN3	TBR1,NEUROD2,NFIB,FXYD6,SATB2,KIF26B,MYT1L,NEUROD6,CLASP1,ZFPM2,KDM5B,NIPBL,ARHGAP5,ZEB2,NEFM,TSHZ3,CUX2,SRM,SYT6,WDFY3
58	84,170,0	0.00373	564966	LHX6,SST,SP9,RASGRF2,KCNJ6,GAD2,CUX1,TSHZ3,BCL11B,ZFPM2,STK32B,COL19A1,VSTM2L,PCDH17,HTR2A,NPY,SOX2,GPRC5B,ASH1L,CLASP1	LHX6,SST,RASGRF2,SP9,GAD2,KCNJ6,COL19A1,VSTM2L,STK32B,HTR2A,BCL11B,PCDH17,CUX1,ZFPM2,TSHZ3,GRM7,NPY,LPAR1,ASH1L-AS1,GABRG3	LHX6,SST,SP9,CUX1,TSHZ3,CLASP1,SOX2,ASH1L,RASGRF2,WAC,FXYD6,KCNJ6,ZEB2,WDFY3,ZFPM2,SETD5,GAD2,BCL11B,SCN3B,KCTD12
52	0,84,0	0.00371	561850	KCTD12,SYT6,GPRIN3,TOX,TSHZ3,HS3ST4,NIPBL,SETD1B,LRATD2,TRIM67,DNM2,SPOCK1,MSL3,STK32B,KMT2E,CRYM,ALPK1,CYP26A1,SYNJ1,HSPA12A	KCTD12,SYT6,ALPK1,GPRIN3,TOX,SETD1B,DNM2,STK32B,TSHZ3,LRATD2,MSL3,HS3ST4,SLN,FRG1-DT,NIPBL,VSTM2L,SPOCK1,AKAP7,CYP26A1,TRIM67	KCTD12,NEUROD2,NFIB,ZEB2,SYT6,FXYD6,HS3ST4,GPRIN3,TBR1,NIPBL,TSHZ3,ARHGAP5,PPP3CA,CRYM,SCN3B,TRIM67,KMT2E,KDM5B,ARFGEF3,SATB2
35	255,204,255	0.00356	538693	NEUROD6,NFIB,TCIM,NR2F1,KCNJ6,NEUROG2,TMOD1,MSANTD2,LPAR1,MCPH1,FRG1,ANTXR2,AC093249.6,DPP3,DACH2,AQP4,FLJ20021,COL24A1,PMCHL2,NDST4	NEUROD6,NFIB,MCPH1,LPAR1,AC093249.6,TCIM,KCNJ6,ANTXR2,PMCHL2,FLJ20021,FRG1,MSANTD2,DACH2,COL24A1,TMOD1,NEUROG2,NDST4,EGR2,AQP4,DPP3	NEUROD6,NFIB,NEUROD2,WAC,FXYD6,TBR1,IGFBPL1,NR2F1,SATB2,ARHGAP5,MYT1L,SETD5,CLASP1,ASH1L,ADRA2A,PPP3CA,LHX2,CUX2,WDFY3,ZEB2
53	0,0,84	0.00332	502155	GPX3,AQP4,ALDOC,FGFBP3,MOXD1,ANOS1,HES5,SLC15A2,SOX9,CSPG5,EEPD1,CD38,SOX2,HES1,LAMP5,TCIM,GLI3,ATP2B4,LRP4,VAT1L	GPX3,AQP4,ALDOC,CD38,HES5,LAMP5,SLC15A2,EEPD1,ANOS1,MOXD1,FGFBP3,HES1,ANKFN1,FAM182B,CSPG5,SOX9,TCIM,LRP4,ITGB5,VAT1L	GPX3,FGFBP3,ALDOC,MOXD1,SOX9,AQP4,CSPG5,SOX2,ANOS1,LHX2,GLI3,HES5,FXYD6,SLC15A2,ATP2B4,SETD5,NR2F1,PAX6,TCIM,VAT1L
47	0,127,255	0.00287	435467	PEX5L,NEFM,VSNL1,GABRA5,BCL11B,GABRB2,FEZF2,OPCML,PCDH17,COL24A1,CDH13,CPNE8,VAT1L,SUSD4,ETV1,TRPM3,GLRA2,PPP1R14C,ATP2B4,UNC5C	PEX5L,COL24A1,VSNL1,GABRA5,BCL11B,CPNE8,NEFM,RELN,SUSD4,GABRB2,PCDH17,CDH13,VAT1L,HCRTR2,C8orf34,FEZF2,OPCML,TRPM3,ETV1,UNC5C	PEX5L,NEFM,FEZF2,MYT1L,OPCML,VSNL1,PPP3CA,GABRB2,FXYD6,GABRA5,BCL11B,GLRA2,ZEB2,ETV1,SATB2,NFIB,WAC,NEUROD2,ARHGAP5,CLASP1
55	84,170,84	0.00228	344892	CST3,LGR6,HOPX,CSPG5,NPNT,SPARCL1,FGFBP3,CD9,LRP4,ELOVL2,SOX9,MEIS1,SOX2,ETV1,MT3,GFAP,RGS6,YAP1,ACSBG1,RHOJ	LGR6,CST3,CD9,NPNT,SPARCL1,HOPX,LRP4,KCNJ16,MEIS1,MT3,ACSBG1,CSPG5,RHOJ,GPR37L1,AQP4,SLC15A2,FGFBP3,YAP1,S100B,RGS6	CST3,CSPG5,FGFBP3,SOX2,SOX9,HOPX,ELOVL2,ETV1,LHX2,FXYD6,LRP4,SPARCL1,GFAP,NPNT,NFIB,SETD5,FAM3C,RGS6,LGR6,YAP1
60	255,101,101	0.00227	344500	GFAP,SAMD4A,SOX9,GPX3,SOX2,ANOS1,AQP4,HES1,GLI3,CRHR2,ALDOC,FGFBP3,YAP1,LAMP5,PAX6,FBXO32,LRATD2,COL4A5,STOX1,ANKFN1	GFAP,LAMP5,AQP4,HES1,SAMD4A,CRHR2,ANOS1,CD38,ANKFN1,FAM182B,EEPD1,GPX3,CD9,SOX9,ALDOC,STOX1,COL4A5,YAP1,COL4A6,SOX2	GFAP,SOX2,SOX9,FXYD6,SAMD4A,GPX3,GLI3,ARHGAP5,LHX2,FGFBP3,NFIB,PAX6,ZEB2,KIF26B,ANOS1,CSPG5,WAC,SETD5,ATP2B4,ALDOC
54	170,84,84	0.00179	270801	KIF26B,BACH2,GNAL,FOXP2,VAT1L,RORB,RASGRF2,CRYM,TRMT9B,TRPM3,TBR1,PPP3CA,GABRB2,VSNL1,CLASP1,NAB2,TLE4,SYNJ1,ITPR1,FLJ20021	KIF26B,RASGRF2,BACH2,GNAL,FOXP2,FLJ20021,VAT1L,RORB,TRMT9B,TRPM3,ITPR1,NPNT,CRYM,VSNL1,AKAP7,GABRB2,SYNJ1,NAB2,STK32B,MCPH1	KIF26B,BACH2,TBR1,GNAL,SATB2,PPP3CA,MYT1L,NEUROD2,CLASP1,NFIB,CRYM,FOXP2,WAC,RORB,FXYD6,ASH1L,NEUROD6,ZEB2,TLE4,VAT1L
49	0,255,170	0.00160	242180	GLI3,LHX2,FGFBP3,FAM107A,SOX9,YAP1,NR2F1,FBXO32,ALDOC,GFAP,PAX6,MT3,EEPD1,TCIM,SOX2,LGALS1,SAMD4A,MEIS1,DIO2,HOPX	GLI3,YAP1,EEPD1,MT3,ALDOC,FBXO32,FGFBP3,FAM107A,LHX2,GFAP,LGALS1,ANKFN1,LPAR1,SOX9,NR2F1,HES1,MEIS1,PAX6,TCIM,ANGPTL1	GLI3,LHX2,FAM107A,FGFBP3,SOX9,NR2F1,NFIB,FXYD6,SOX2,SATB2,PAX6,KIF26B,NEUROD2,FBXO32,WAC,ALDOC,GFAP,YAP1,FEZF2,NEUROD6
57	170,0,84	0.00134	203670	CUX2,CUX1,LHX6,RASGRF2,PPP1R14C,SOX2-OT,SYT6,KDM5B,IGFBPL1,KMT2E,SETD2,AC008124.1,SETD5,MSL3,WAC,PCAT6,PPP3CA,KCNJ6,COL6A1,CBLN4	CUX2,CUX1,LHX6,RASGRF2,PCAT6,SOX2-OT,PPP1R14C,SYT6,CBLN4,AC008124.1,MSL3,SETD2,COL6A1,KCNJ6,KMT2E,LINC00271,KDM5B,IGFBPL1,EGR2,SETD5	CUX2,CUX1,IGFBPL1,KDM5B,LHX6,WAC,SETD5,MYT1L,PPP3CA,PPP1R14C,ZEB2,ARHGAP5,KMT2E,TBR1,NFIB,SYT6,NEUROD6,SETD2,SOX2-OT,RASGRF2
56	84,84,170	0.00125	189581	PRSS12,SCN3B,LINGO1,DISP3,CUX2,CDH13,SCG2,ADRA2A,AP002748.4,GLRA2,ELAPOR1,KIF26B,KIAA0319,TMOD1,LGR6,EGR2,GABRB2,CD82,FLJ20021,GRM7	PRSS12,LGR6,EGR2,AP002748.4,DISP3,CDH13,SCG2,FLJ20021,LINGO1,ASH1L-AS1,KMT2E-AS1,SCN3B,ELAPOR1,CUX2,CD82,KIAA0319,TMOD1,GLRA2,GRM7,PCAT6	PRSS12,SATB2,SCN3B,FXYD6,CUX2,LINGO1,KIF26B,NEUROD2,IGFBPL1,ADRA2A,GLRA2,NFIB,KDM5B,NEUROD6,ELAPOR1,CDH13,B3GALT2,TBR1,SETD5,DISP3
64	101,101,255	0.00122	184771	CCN2,HEY1,ANGPT2,EGR2,KITLG,TAGLN2,GPRC5B,TCIM,HES1,ATP2B4,SAMD4A,SLC35F2,SPARCL1,ITGA2,B3GNT2,LGALS1,MET,CPNE8,TTYH2,DENND2B	CCN2,ANGPT2,HEY1,EGR2,TAGLN2,HES1,KITLG,TCIM,SPARCL1,SLC35F2,GPRC5B,CD9,LGALS1,RASGRF2,ITGA2,MET,CPNE8,DENND2B,EEPD1,SAMD4A	CCN2,HEY1,ANGPT2,KITLG,GPRC5B,ATP2B4,SAMD4A,ZEB2,TCIM,FAM107A,TAGLN2,WAC,KIF26B,SETD5,B3GNT2,NRN1,FOXP1,NFIB,PPP3CA,FXYD6
65	255,101,254	0.00118	179039	DIO2,SAMD4A,LPAR1,FAM107A,FBXO32,KIF26B,FGFBP3,GRIK4,NIFK-AS1,STOX1,CCDC175,FLJ20021	DIO2,SAMD4A,LPAR1,FAM107A,FBXO32,KIF26B,GRIK4,FGFBP3,STOX1,CCDC175,NIFK-AS1,FLJ20021	DIO2,SAMD4A,FAM107A,KIF26B,LPAR1,FBXO32,SATB2,NEUROD2,ZEB2,FGFBP3,FXYD6,ARHGAP5,NEUROD6,NFIB,INSM1,CUX2,TBR1,BAZ2B,IGFBPL1,ASH1L
59	0,84,170	0.00099	149366	SOX9,ETV1,SOX2,LRP4,HOPX,YAP1,S100B,CD82,EGR2,PCDH17,LHX2,ST7-AS1,MEIS1,SETD5,KCNH5,ZFPM2,RHOJ,CSPG5,DENND2B,GPR37L1	SOX9,ETV1,EGR2,LRP4,S100B,SOX2,YAP1,CD82,HOPX,GPR37L1,ST7-AS1,MEIS1,RHOJ,KCNH5,CBLN4,PCDH17,LGR6,DENND2B,PMCHL2,ANTXR2	SOX9,SOX2,ETV1,LHX2,SETD5,NFIB,HOPX,LRP4,CSPG5,YAP1,NEUROD2,FXYD6,SATB2,ZFPM2,WAC,RAP1GAP,PCDH17,KIF26B,PPP3CA,CLASP1
62	101,255,101	0.00098	148264	PENK,MEIS1,SLN,SRCAP,WDFY3-AS2,POT1-AS1,NKX2-1,FRG1-DT,AKAP7	PENK,SLN,SRCAP,MEIS1,NKX2-1,FRG1-DT,WDFY3-AS2,POT1-AS1,AKAP7	PENK,FXYD6,NFIB,NEUROD6,NEUROD2,TBR1,SMOC1,ZEB2,WAC,KDM5B,B3GALT2,ASH1L,FAM3C,SATB2,IGFBPL1,CLASP1,NR2F1,ARHGAP5,TAFA1,WDFY3
63	101,254,255	0.00092	139345	NEUROG2,MT3,SRM,KMT2E-AS1,KPTN,ELOVL2-AS1,LPAR1,GLB1L2	NEUROG2,MT3,KMT2E-AS1,SRM,KPTN,ELOVL2-AS1,LPAR1,GLB1L2	NEUROG2,NEUROD2,SATB2,SRM,NFIB,FXYD6,NEUROD6,TBR1,CUX2,ZEB2,INSM1,KIF26B,LHX2,KDM5B,WAC,ADRA2A,LINGO1,PPP3CA,MYT1L,SETD5
61	237,238,0	0.00086	130016	GLRA2,NFIB,PMCHL2,AC093249.6,TPBG,CD82,THUMPD3-AS1,GRIK4	GLRA2,PMCHL2,AC093249.6,TPBG,CD82,NFIB,THUMPD3-AS1,GRIK4	GLRA2,NFIB,WAC,IGFBPL1,FXYD6,ARHGAP5,NEUROD2,NEUROD6,SATB2,SCN3B,MYT1L,ZEB2,TBR1,B3GALT2,NR2F1,SETD5,CLASP1,NEFM,GABRB2,PPP3CA
70	178,101,255	0.00083	125452	CXCL14,RASGRF2,LHX6,GABRG3,GAD2,SPOCK1,SCG2,ALDOC,VSNL1,SP9,COL19A1,KCNJ6,SST,HTR2A,UNC5C,VSTM2L,PCDH17,RELN	CXCL14,RASGRF2,GABRG3,LHX6,GAD2,COL19A1,SCG2,HTR2A,KCNJ6,SPOCK1,SP9,SST,ALDOC,VSTM2L,VSNL1,RELN,UNC5C,PCDH17	CXCL14,ZEB2,FXYD6,NEUROD2,NEUROD6,MYT1L,SATB2,SCN3B,TBR1,SETD5,WAC,PPP3CA,SPOCK1,SOX2,SYBU,RASGRF2,BACH2,KCTD12,NFIB,NEFM
67	178,255,101	0.00071	107858	CCN1,HES1,CD9,CCN2,COL4A5,FAM182B,EGR2,TAGLN2,SLC15A2,HES5,NPNT,LGALS1,RHOJ	CCN1,CD9,HES1,EGR2,FAM182B,CCN2,COL4A5,TAGLN2,SLC15A2,HES5,NPNT,LGALS1,RHOJ	CCN1,FXYD6,ZEB2,TBR1,NFIB,NEUROD2,PPP3CA,PEX5L,HES1,ARHGAP5,WAC,SETD5,KCTD12,SYBU,CCN2,SATB2,SCN3B,SAMD4A,CLASP1,SOX2
42	170,0,170	0.00063	94983	FOXP1,TOX,TSHZ3,KCNQ5,ACTN2,PEX5L,SATB2,NEUROD6,SYBU,ARHGAP5,PTK2B,CALN1,CSPG5,SLITRK5,KCTD12,RSPO3,FSTL5,HSPA12A,ANGPT2,ASH1L	TOX,FOXP1,TSHZ3,KCNQ5,ACTN2,TPBG,ANGPT2,PTK2B,SAMD11,PEX5L,BEST3,SLC26A4,FSTL5,HSPA12A,RSPO3,SYBU,GRM7,SATB2,CSPG5,CALN1	FOXP1,TSHZ3,NEUROD6,SATB2,TOX,SYBU,ARHGAP5,KCNQ5,PEX5L,FXYD6,ZEB2,NEUROD2,MYT1L,KCTD12,TBR1,ASH1L,ACTN2,SLITRK5,CALN1,LHX2
66	255,178,101	0.00040	61237	PDE1A,CBLN2,SERPINI1,SCG2,VSNL1,PPP1R14C,TCIM,TTYH2,SRCAP,RASGRF2,SUSD4,AQP4,ST18,TUSC7,GNAL,FLJ20021,GABRG3,VAT1L,SP9,CFTR	PDE1A,CBLN2,SERPINI1,SCG2,SRCAP,VSNL1,RASGRF2,TUSC7,AQP4,TCIM,TTYH2,SUSD4,FLJ20021,PPP1R14C,NDST4,ST18,AC093249.6,GABRG3,PVALB,CFTR	PDE1A,CBLN2,SCG2,SERPINI1,VSNL1,PPP1R14C,TCIM,FXYD6,TTYH2,TBR1,GNAL,NEUROD2,NFIB,SATB2,SUSD4,MYT1L,NEUROD6,RAP1GAP,ADRA2A,OPCML
69	101,178,255	0.00035	52934	SORCS1,CD9,LPAR1,ANGPT2	SORCS1,CD9,ANGPT2,LPAR1	SORCS1,FXYD6,NEUROD2,NFIB,TBR1,SATB2,IGFBPL1,CRYM,NEUROD6,GLI3,ZEB2,SOX2,ARHGAP5,KIF26B,INSM1,WDFY3,HS3ST4,LHX2,CUX2,FAM107A
72	153,0,0	0.00027	40592	SLC15A2,PVALB	SLC15A2,PVALB	SLC15A2,MYT1L,ZEB2,NEUROD2,NEUROD6,SATB2,FXYD6,TBR1,WAC,NFIB,PPP3CA,SCN3B,CLASP1,SETD5,B3GALT2,ARHGAP5,ASH1L,IGFBPL1,KDM5B,BACH2
75	0,153,153	0.00027	40322	S100B,MT3	S100B,MT3	S100B,FXYD6,NEUROD6,NEUROD2,SATB2,ZEB2,TBR1,WAC,NFIB,MYT1L,SYBU,NEFM,KIF26B,ARHGAP5,PPP3CA,CLASP1,LHX2,CALN1,SETD5,KDM5B
77	153,0,153	0.00026	39988	ANGPT2,SPARCL1,TTYH2,RHOJ,DENND2B,SLC35F2,LGALS1,GPRC5B,PCCA,HEY1,CD9	ANGPT2,SPARCL1,RHOJ,TTYH2,DENND2B,SLC35F2,LGALS1,CD9,GPRC5B,PCCA,HEY1	ANGPT2,FXYD6,ZEB2,NEUROD6,WAC,NFIB,PPP3CA,SETD5,NEUROD2,SATB2,CLASP1,TBR1,TTYH2,NEFM,SPARCL1,KDM5B,ASH1L,PRSS12,ARHGAP5,ARFGEF3
68	0,223,95	0.00025	38453	PPP1R17,NEUROD4	PPP1R17,NEUROD4	PPP1R17,NFIB,NEUROD4,NEUROD2,TBR1,NEUROD6,IGFBPL1,SATB2,FXYD6,ZEB2,WAC,SETD5,INSM1,NR2F1,ARHGAP5,NR4A2,LHX2,NRN1,KIF26B,CLASP1
71	255,153,204	0.00021	32084	NEUROD1,LPAR1	NEUROD1,LPAR1	NEUROD1,NEUROD2,SATB2,TBR1,FXYD6,ZEB2,NEUROD6,BACH2,PPP3CA,NEFM,TMOD1,NFIB,SETD5,ASH1L,ETV1,LPAR1,CLASP1,WAC,SETD2,ST7
79	76,153,0	0.00018	27898	BEST3,HCRTR2,RORB-AS1,SOX2-OT	BEST3,HCRTR2,RORB-AS1,SOX2-OT	HCRTR2,BEST3,NEUROD6,SATB2,NEUROD2,NFIB,FXYD6,ZEB2,ADRA2A,NR2F1,TBR1,INSM1,KDM5B,KIF26B,LHX2,ARHGAP5,IGFBPL1,WDFY3,CUX2,KMT2E
74	0,153,0	0.00017	26390	COL4A6,TAGLN2	COL4A6,TAGLN2	COL4A6,TAGLN2,SATB2,FXYD6,NEUROD6,NEUROD2,ZEB2,TBR1,MYT1L,NEFM,LHX2,SYBU,SCN3B,PPP3CA,NFIB,WAC,ARHGAP5,BACH2,SLITRK5,ADRA2A
76	50,50,204	0.00015	22393	RELN,PAPPA,FSTL5	RELN,PAPPA,FSTL5	PAPPA,RELN,NFIB,SATB2,NEUROD2,TBR1,FXYD6,ZEB2,NEUROD6,MYT1L,ARHGAP5,IGFBPL1,SCN3B,WAC,PPP3CA,GNAL,OPCML,BACH2,KDM5B,CUX2
80	0,115,0	0.00013	20368	INPP4B	INPP4B	INPP4B,SATB2,ZEB2,NEUROD2,NEFM,TBR1,FXYD6,NFIB,IGFBPL1,NEUROD6,KDM5B,SETD5,SOX2,WAC,CLASP1,PPP3CA,CUX1,FAM107A,SOX9,LHX2
73	153,153,0	0.00013	19658	GAD2,RASGRF2,VIP	GAD2,RASGRF2,VIP	GAD2,FXYD6,NEUROD2,BACH2,RASGRF2,NFIB,ZEB2,VIP,SATB2,MYT1L,CLASP1,WAC,SCN3B,IGFBPL1,NEUROD6,VSNL1,PPP3CA,CUX2,ARHGAP5,INSM1
78	153,76,0	0.00010	14514	CD9,ZFPM2,ANGPT2	CD9,ANGPT2,ZFPM2	CD9,FXYD6,ZFPM2,NFIB,CSPG5,CLASP1,GPRC5B,WAC,BACH2,ANGPT2,KIF26B,SORCS1,CALN1,ASH1L,RORB,WAC-AS1,PPP3CA,ELOVL2,FGFBP3,NPR3
81	50,127,204	0.00007	10146	ITGB5	ITGB5	ITGB5,NEUROD2,FXYD6,ZEB2,NEUROD6,SATB2,TBR1,KIF26B,WAC,MYT1L,ARHGAP5,PPP3CA,B3GALT2,OPCML,SYBU,CLASP1,WDFY3,LHX2,NEFM,BACH2
